Competition Title,Competition Date,FIRST,LAST,Nation,StartNr,Rank,Qualification,Qualification 1,Qualification 2,Semifinal,Final,Points,Category
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Camilla,CIBULKA,RSA,246.0,40,,"17 38.,17 38.,17 38.,17 38.,17 38.,17 38.,17 38.,17 38.","15 45.,15 45.,15 45.,15 45.,15 45.,15 45.,15 45.,15 45.",,,41.35,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Hyeonsu,KIM,KOR,265.0,41,,"13.5 43.,13.5 43.,13.5 43.,13.5 43.,13.5 43.,13.5 43.,13.5 43.,13.5 43.","19 39.,19 39.,19 39.,19 39.,19 39.,19 39.,19 39.,19 39.",,,41.42,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Sarah,TETZLAFF,NZL,282.0,42,,"13.5+40.,13.5+40.,13.5+40.,13.5+40.,13.5+40.,13.5+40.,13.5+40.,13.5+40.","15+42.,15+42.,15+42.,15+42.,15+42.,15+42.,15+42.,15+42.",,,41.99,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Milena,KROHN,RSA,266.0,43,,"13.5 43.,13.5 43.,13.5 43.,13.5 43.,13.5 43.,13.5 43.,13.5 43.,13.5 43.","16+40.,16+40.,16+40.,16+40.,16+40.,16+40.,16+40.,16+40.",,,42.21,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,María Fernanda,HIDALGO AMEZQUITA,MEX,260.0,44,,"13.5 43.,13.5 43.,13.5 43.,13.5 43.,13.5 43.,13.5 43.,13.5 43.,13.5 43.","15+42.,15+42.,15+42.,15+42.,15+42.,15+42.,15+42.,15+42.",,,43.5,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Kim,FORDE,NZL,254.0,45,,"13.5+40.,13.5+40.,13.5+40.,13.5+40.,13.5+40.,13.5+40.,13.5+40.,13.5+40.","14 48.,14 48.,14 48.,14 48.,14 48.,14 48.,14 48.,14 48.",,,44.36,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Abby,MANNING,AUS,269.0,46,,"6+49.,6+49.,6+49.,6+49.,6+49.,6+49.,6+49.,6+49.","15+42.,15+42.,15+42.,15+42.,15+42.,15+42.,15+42.,15+42.",,,45.9,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Anastasiia,FESENKO,UKR,253.0,47,,"13 46.,13 46.,13 46.,13 46.,13 46.,13 46.,13 46.,13 46.","14+46.,14+46.,14+46.,14+46.,14+46.,14+46.,14+46.,14+46.",,,46.5,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Vella,NEDELCHEVA,BUL,273.0,47,,"13 46.,13 46.,13 46.,13 46.,13 46.,13 46.,13 46.,13 46.","14+46.,14+46.,14+46.,14+46.,14+46.,14+46.,14+46.,14+46.",,,46.5,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Annabelle,CLEARY,AUS,247.0,49,,"10 48.,10 48.,10 48.,10 48.,10 48.,10 48.,10 48.,10 48.","3+49.,3+49.,3+49.,3+49.,3+49.,3+49.,3+49.,3+49.",,,48.74,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Irralee,HAIR,NZL,256.0,50,,"3 51.,3 51.,3 51.,3 51.,3 51.,3 51.,3 51.,3 51.","3+49.,3+49.,3+49.,3+49.,3+49.,3+49.,3+49.,3+49.",,,50.24,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Shilpa,CHARAK,IND,245.0,51,,"6 50.,6 50.,6 50.,6 50.,6 50.,6 50.,6 50.,6 50.","3 51.,3 51.,3 51.,3 51.,3 51.,3 51.,3 51.,3 51.",,,50.5,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Hidemasa,NISHIDA,JPN,334.0,1,,"50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.","44+6.,44+6.,44+6.,44+6.,44+6.,44+6.,44+6.,44+6.",47+,51+,4.03,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Colin,DUFFY,USA,305.0,2,,"50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.","Top1.,Top1.,Top1.,Top1.,Top1.,Top1.,Top1.,Top1.",47+,49+,1.94,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Alberto,GINÉS LÓPEZ,ESP,309.0,3,,"50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.","Top1.,Top1.,Top1.,Top1.,Top1.,Top1.,Top1.,Top1.",Top,47+,1.94,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Ao,YURIKUSA,JPN,362.0,4,,"50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.,50+1.","44+6.,44+6.,44+6.,44+6.,44+6.,44+6.,44+6.,44+6.",47+,46+,4.03,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Hamish,MCARTHUR,GBR,329.0,5,,"44 6.,44 6.,44 6.,44 6.,44 6.,44 6.,44 6.,44 6.,44 6.,44 6.,44 6.,44 6.,44 6.,44 6.,44 6.,44 6.","47 4.,47 4.,47 4.,47 4.,47 4.,47 4.,47 4.,47 4.",38+,43+,4.9,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Paul,JENFT,FRA,314.0,6,,"42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.","30+12.,30+12.,30+12.,30+12.,30+12.,30+12.,30+12.,30+12.",38+,41+,10.0,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Davide Marco,COLOMBO,ITA,303.0,7,,"40+10.,40+10.,40+10.,40+10.,40+10.,40+10.,40+10.,40+10.,40+10.,40+10.,40+10.,40+10.,40+10.,40+10.,40+10.,40+10.","43 8.,43 8.,43 8.,43 8.,43 8.,43 8.,43 8.,43 8.",42+,40+,8.94,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Zander,WALLER,USA,360.0,8,,"44+5.,44+5.,44+5.,44+5.,44+5.,44+5.,44+5.,44+5.,44+5.,44+5.,44+5.,44+5.,44+5.,44+5.,44+5.,44+5.","47+3.,47+3.,47+3.,47+3.,47+3.,47+3.,47+3.,47+3.",35+,40,3.87,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Thomas,PODOLAN,AUT,341.0,9,,"36 14.,36 14.,36 14.,36 14.,36 14.,36 14.,36 14.,36 14.,36 14.,36 14.,36 14.,36 14.,36 14.,36 14.,36 14.,36 14.","46+5.,46+5.,46+5.,46+5.,46+5.,46+5.,46+5.,46+5.",34+,,8.37,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Nicolò,BALDUCCI,ITA,292.0,10,,"42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.","30+12.,30+12.,30+12.,30+12.,30+12.,30+12.,30+12.,30+12.",34+,,10.0,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Giorgio,TOMATIS,ITA,354.0,11,,"38 11.,38 11.,38 11.,38 11.,38 11.,38 11.,38 11.,38 11.,38 11.,38 11.,38 11.,38 11.,38 11.,38 11.,38 11.,38 11.","29+14.,29+14.,29+14.,29+14.,29+14.,29+14.,29+14.,29+14.",34+,,13.56,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Rei,KAWAMATA,JPN,317.0,12,,"34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.","39+9.,39+9.,39+9.,39+9.,39+9.,39+9.,39+9.,39+9.",33+,,14.12,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Andrej,POLAK,SLO,342.0,13,,"34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.","31+11.,31+11.,31+11.,31+11.,31+11.,31+11.,31+11.,31+11.",32+,,15.2,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Victor,BAUDRAND,CAN,294.0,14,,"35 16.,35 16.,35 16.,35 16.,35 16.,35 16.,35 16.,35 16.,35 16.,35 16.,35 16.,35 16.,35 16.,35 16.,35 16.,35 16.","25+31.,25+31.,25+31.,25+31.,25+31.,25+31.,25+31.,25+31.",32,,22.27,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Leto,CAVÉ,NED,300.0,15,,"42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.,42+7.","29+14.,29+14.,29+14.,29+14.,29+14.,29+14.,29+14.,29+14.",31+,,11.31,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Connor,HERSON,USA,312.0,16,,"34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.","39+9.,39+9.,39+9.,39+9.,39+9.,39+9.,39+9.,39+9.",31+,,14.12,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Johannes,HOFHERR,AUT,313.0,17,,"33 27.,33 27.,33 27.,33 27.,33 27.,33 27.,33 27.,33 27.,33 27.,33 27.,33 27.,33 27.,33 27.,33 27.,33 27.,33 27.","28 20.,28 20.,28 20.,28 20.,28 20.,28 20.,28 20.,28 20.",31+,,23.53,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Héctor,BAZAN MARTÍN,ESP,295.0,18,,"34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.","26 26.,26 26.,26 26.,26 26.,26 26.,26 26.,26 26.,26 26.",31+,,24.25,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Igor,BOBRENEV,RUS,297.0,19,,"35+15.,35+15.,35+15.,35+15.,35+15.,35+15.,35+15.,35+15.,35+15.,35+15.,35+15.,35+15.,35+15.,35+15.,35+15.,35+15.","26 26.,26 26.,26 26.,26 26.,26 26.,26 26.,26 26.,26 26.",31,,20.49,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Kindar,MCNAMEE,CAN,332.0,20,,"34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.","29+14.,29+14.,29+14.,29+14.,29+14.,29+14.,29+14.,29+14.",27+,,18.33,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Dario,JOST,SUI,316.0,21,,"34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.","29 19.,29 19.,29 19.,29 19.,29 19.,29 19.,29 19.,29 19.",27+,,19.97,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Ondřej,SLEZÁK,CZE,348.0,22,,"34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.","26+24.,26+24.,26+24.,26+24.,26+24.,26+24.,26+24.,26+24.",24+,,22.68,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Hajime,TAKEDA,JPN,353.0,23,,"34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.","29+14.,29+14.,29+14.,29+14.,29+14.,29+14.,29+14.,29+14.",22,,18.33,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Guy,MCNAMEE,CAN,331.0,24,,"37 13.,37 13.,37 13.,37 13.,37 13.,37 13.,37 13.,37 13.,37 13.,37 13.,37 13.,37 13.,37 13.,37 13.,37 13.,37 13.","24+32.,24+32.,24+32.,24+32.,24+32.,24+32.,24+32.,24+32.",21,,20.71,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Ties,VANCRAEYNEST,BEL,356.0,25,,"38 11.,38 11.,38 11.,38 11.,38 11.,38 11.,38 11.,38 11.,38 11.,38 11.,38 11.,38 11.,38 11.,38 11.,38 11.,38 11.","27+22.,27+22.,27+22.,27+22.,27+22.,27+22.,27+22.,27+22.",20+,,16.09,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jan,VOPAT,CZE,357.0,26,,"31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.","29+14.,29+14.,29+14.,29+14.,29+14.,29+14.,29+14.,29+14.",20+,,21.73,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Joshua,FOURTEAU,FRA,308.0,27,,"31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.","26+24.,26+24.,26+24.,26+24.,26+24.,26+24.,26+24.,26+24.",,,26.88,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Geva,LEVIN,ISR,324.0,28,,"33+26.,33+26.,33+26.,33+26.,33+26.,33+26.,33+26.,33+26.,33+26.,33+26.,33+26.,33+26.,33+26.,33+26.,33+26.,33+26.","26 26.,26 26.,26 26.,26 26.,26 26.,26 26.,26 26.,26 26.",,,26.98,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Finley,WOOD,GBR,361.0,29,,"27 34.,27 34.,27 34.,27 34.,27 34.,27 34.,27 34.,27 34.,27 34.,27 34.,27 34.,27 34.,27 34.,27 34.,27 34.,27 34.","27+22.,27+22.,27+22.,27+22.,27+22.,27+22.,27+22.,27+22.",,,27.66,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Anej,BATAGELJ,SLO,293.0,30,,"31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.","26 26.,26 26.,26 26.,26 26.,26 26.,26 26.,26 26.,26 26.",,,28.74,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Daniel,SMITH,GBR,349.0,31,,"31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.,31+28.","24+32.,24+32.,24+32.,24+32.,24+32.,24+32.,24+32.,24+32.",,,31.2,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jakub,ZIETEK,POL,363.0,32,,"34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.,34+17.","19+45.,19+45.,19+45.,19+45.,19+45.,19+45.,19+45.,19+45.",,,31.25,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Hlib,SUKHOVOI,UKR,352.0,33,,"26+35.,26+35.,26+35.,26+35.,26+35.,26+35.,26+35.,26+35.,26+35.,26+35.,26+35.,26+35.,26+35.,26+35.,26+35.,26+35.","26 26.,26 26.,26 26.,26 26.,26 26.,26 26.,26 26.,26 26.",,,31.3,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Hobbs,KESSLER,USA,318.0,34,,"17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.","28 20.,28 20.,28 20.,28 20.,28 20.,28 20.,28 20.,28 20.",,,32.96,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jeonghoe,KIM,KOR,319.0,35,,"27+33.,27+33.,27+33.,27+33.,27+33.,27+33.,27+33.,27+33.,27+33.,27+33.,27+33.,27+33.,27+33.,27+33.,27+33.,27+33.","23+35.,23+35.,23+35.,23+35.,23+35.,23+35.,23+35.,23+35.",,,34.23,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Semen,OVCHINNIKOV,RUS,337.0,36,,"28+32.,28+32.,28+32.,28+32.,28+32.,28+32.,28+32.,28+32.,28+32.,28+32.,28+32.,28+32.,28+32.,28+32.,28+32.,28+32.","23 37.,23 37.,23 37.,23 37.,23 37.,23 37.,23 37.,23 37.",,,34.64,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Petar,ATANASOV,BUL,291.0,37,,"25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.","24+32.,24+32.,24+32.,24+32.,24+32.,24+32.,24+32.,24+32.",,,35.64,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Michel,ERNI,SUI,306.0,38,,"25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.","23 37.,23 37.,23 37.,23 37.,23 37.,23 37.,23 37.,23 37.",,,38.0,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Artem,KOSKOV,RUS,320.0,39,,"25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.","22+39.,22+39.,22+39.,22+39.,22+39.,22+39.,22+39.,22+39.",,,39.0,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Luke,GOH WEN BIN,SGP,310.0,40,,"25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.","21 44.,21 44.,21 44.,21 44.,21 44.,21 44.,21 44.,21 44.",,,41.16,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Örjan,RÖDLAND VAAGE,NOR,344.0,41,,"25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.","19+45.,19+45.,19+45.,19+45.,19+45.,19+45.,19+45.,19+45.",,,42.31,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jarrell,SOH JIT KAI,SGP,350.0,41,,"25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.,25+36.","19+45.,19+45.,19+45.,19+45.,19+45.,19+45.,19+45.,19+45.",,,42.31,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Lawrence,BOGESCHDORFER,AUT,298.0,43,,"25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.","21+41.,21+41.,21+41.,21+41.,21+41.,21+41.,21+41.,21+41.",,,42.74,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Sunghoon,PARK,KOR,339.0,43,,"25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.","21+41.,21+41.,21+41.,21+41.,21+41.,21+41.,21+41.,21+41.",,,42.74,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jáchym,CINK,CZE,302.0,45,,"17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.","23+35.,23+35.,23+35.,23+35.,23+35.,23+35.,23+35.,23+35.",,,43.38,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Dimitar,RUSEV,BUL,346.0,46,,"24+46.,24+46.,24+46.,24+46.,24+46.,24+46.,24+46.,24+46.,24+46.,24+46.,24+46.,24+46.,24+46.,24+46.,24+46.,24+46.","21+41.,21+41.,21+41.,21+41.,21+41.,21+41.,21+41.,21+41.",,,43.95,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Alistair,STUBBS,RSA,351.0,47,,"18+50.,18+50.,18+50.,18+50.,18+50.,18+50.,18+50.,18+50.,18+50.,18+50.,18+50.,18+50.,18+50.,18+50.,18+50.,18+50.","22+39.,22+39.,22+39.,22+39.,22+39.,22+39.,22+39.,22+39.",,,44.44,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Filip,KURTOVIĆ,CRO,321.0,48,,"25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.","14+51.,14+51.,14+51.,14+51.,14+51.,14+51.,14+51.,14+51.",,,47.33,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Kangryun,LEE,KOR,323.0,49,,"20+49.,20+49.,20+49.,20+49.,20+49.,20+49.,20+49.,20+49.,20+49.,20+49.,20+49.,20+49.,20+49.,20+49.,20+49.,20+49.","16+49.,16+49.,16+49.,16+49.,16+49.,16+49.,16+49.,16+49.",,,49.0,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jakub,FABRIC,SVK,307.0,50,,"21 48.,21 48.,21 48.,21 48.,21 48.,21 48.,21 48.,21 48.,21 48.,21 48.,21 48.,21 48.,21 48.,21 48.,21 48.,21 48.","13 53.,13 53.,13 53.,13 53.,13 53.,13 53.,13 53.,13 53.",,,50.44,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Christopher,WALLACE,RSA,359.0,51,,"23 47.,23 47.,23 47.,23 47.,23 47.,23 47.,23 47.,23 47.,23 47.,23 47.,23 47.,23 47.,23 47.,23 47.,23 47.,23 47.","12+54.,12+54.,12+54.,12+54.,12+54.,12+54.,12+54.,12+54.",,,52.21,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Maxim,PARE,AUS,338.0,52,,"17 56.,17 56.,17 56.,17 56.,17 56.,17 56.,17 56.,17 56.,17 56.,17 56.,17 56.,17 56.,17 56.,17 56.,17 56.,17 56.","15+50.,15+50.,15+50.,15+50.,15+50.,15+50.,15+50.,15+50.",,,53.15,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Diego Eugenio,ZUÑIGA GONZÁLEZ,MEX,364.0,53,,"25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.,25 42.","10 66.,10 66.,10 66.,10 66.,10 66.,10 66.,10 66.,10 66.",,,54.19,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Mateus,BELLOTTO,BRA,296.0,54,,"17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.","12+54.,12+54.,12+54.,12+54.,12+54.,12+54.,12+54.,12+54.",,,55.44,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Matus,VALEK,SVK,355.0,54,,"17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.","12+54.,12+54.,12+54.,12+54.,12+54.,12+54.,12+54.,12+54.",,,55.44,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Hristo,OURUMOV,BUL,336.0,56,,"12+71.,12+71.,12+71.,12+71.,12+71.,12+71.,12+71.,12+71.,12+71.,12+71.,12+71.,12+71.,12+71.,12+71.,12+71.,12+71.","19+45.,19+45.,19+45.,19+45.,19+45.,19+45.,19+45.,19+45.",,,57.66,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Emmanouil,MAVROMATIS,GRE,328.0,57,,"16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.","12+54.,12+54.,12+54.,12+54.,12+54.,12+54.,12+54.,12+54.",,,58.99,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Angus,SIMPSON,AUS,347.0,57,,"16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.","12+54.,12+54.,12+54.,12+54.,12+54.,12+54.,12+54.,12+54.",,,58.99,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Aphiwit,LIMPANICHPAKDEE,THA,325.0,59,,"17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.,17+51.","10 66.,10 66.,10 66.,10 66.,10 66.,10 66.,10 66.,10 66.",,,59.81,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Christian,WAGNER,CHI,358.0,60,,"16 63.,16 63.,16 63.,16 63.,16 63.,16 63.,16 63.,16 63.,16 63.,16 63.,16 63.,16 63.,16 63.,16 63.,16 63.,16 63.","12+54.,12+54.,12+54.,12+54.,12+54.,12+54.,12+54.,12+54.",,,60.45,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jair Octavio,MORENO MONTOYA,MEX,333.0,61,,"15+64.,15+64.,15+64.,15+64.,15+64.,15+64.,15+64.,15+64.,15+64.,15+64.,15+64.,15+64.,15+64.,15+64.,15+64.,15+64.","12+54.,12+54.,12+54.,12+54.,12+54.,12+54.,12+54.,12+54.",,,60.93,lead
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Matthew,JONES,NZL,315.0,62,,"16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.,16+58.","12 63.,12 63.,12 63.,12 63.,12 63.,12 63.,12 63.,12 63.",,,61.48,lead
